,booktitle,id,page,page.location,type,book.id,book.page,book.type,anchor.text,interventions,Key,Item.Type,PublicationYear,Author,Publication.Title,Url,Abstract.Note,Date,Date.Added,Date.Modified,Short.Title,Publisher,Place,Language,Archive,Archive.Location,Manual.Tags
123,Cours de linguistique g’©n’©rale,https://derridas-margins.princeton.edu/references/de-la-grammatologie/48b/,48,b,Quotation,https://derridas-margins.princeton.edu/titles/100/,48,Book,"ÎâÎ¾Nous bornerons notre ’©tude au syst’åme phon’©tique, et tout sp’©cialement ’¾ celui qui est en usage aujourd'hui et dont le prototype est l'alphabet grecÎ¾Î (p. 48).",,ZD3GHW46,book,1960,"Saussure, Ferdinand de",,https://derridas-margins.princeton.edu/titles/100/,67 references 35 pages with documented annotations,1960,8/10/18 19:16,8/10/18 19:16,Cours de linguistique g’©n’©rale,Payot,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1/c9626,annotated; extant; digital edition
124,Cours de linguistique g’©n’©rale,https://derridas-margins.princeton.edu/references/de-la-grammatologie/73c/,73,c,Quotation,https://derridas-margins.princeton.edu/titles/100/,165,Book,"ÎâÎ¾Comme on constate un ’©tat de choses identique dans cet autre syst’åme de signes qu'est l'’©criture, nous le prendrons comme terme de comparaison pour ’©clairer toute cette questionÎ¾Î (p. 165).",,ZD3GHW46,book,1960,"Saussure, Ferdinand de",,https://derridas-margins.princeton.edu/titles/100/,67 references 35 pages with documented annotations,1960,8/10/18 19:16,8/10/18 19:16,Cours de linguistique g’©n’©rale,Payot,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1/c9626,annotated; extant; digital edition
125,Cours de linguistique g’©n’©rale,https://derridas-margins.princeton.edu/references/de-la-grammatologie/71a/,71,a,Footnote,https://derridas-margins.princeton.edu/titles/100/,33,Book,"ÎâÎ¾Nous la nommerons [grammatologie]Š—_ Puisqu'elle n'existe pas encore, on ne peut dire ce qu'elle seraÎ¾; mais elle a droit ’¾ l'existence, sa place est d’©termin’©e d'avance. La linguistique n'est qu'une partie de cette science g’©n’©rale, les lois que d’©couvrira la [grammatologie] seront applicables ’¾ la linguistiqueÎ¾Î (p. 33).",,ZD3GHW46,book,1960,"Saussure, Ferdinand de",,https://derridas-margins.princeton.edu/titles/100/,67 references 35 pages with documented annotations,1960,8/10/18 19:16,8/10/18 19:16,Cours de linguistique g’©n’©rale,Payot,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1/c9626,annotated; extant; digital edition
126,Cours de linguistique g’©n’©rale,https://derridas-margins.princeton.edu/references/de-la-grammatologie/72d/,72,d,Quotation,https://derridas-margins.princeton.edu/titles/100/,33,Book,"Demandons-nous, de fa’_on plus int’©rieure et plus concr’åte, en quoi la langue n'est pas seulement une esp’åce d'’©criture, ÎâÎ¾comparable ’¾ l'’©critureÎ¾Î Š—– dit curieusement Saussure (p. 33) Š—– mais une esp’åce *de* l'’©criture.",,ZD3GHW46,book,1960,"Saussure, Ferdinand de",,https://derridas-margins.princeton.edu/titles/100/,67 references 35 pages with documented annotations,1960,8/10/18 19:16,8/10/18 19:16,Cours de linguistique g’©n’©rale,Payot,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1/c9626,annotated; extant; digital edition
127,Cours de linguistique g’©n’©rale,https://derridas-margins.princeton.edu/references/de-la-grammatologie/54d/,54,d,Quotation,https://derridas-margins.princeton.edu/titles/100/,,Book,"ÎâÎ¾La langue a donc une tradition orale ind’©pendante de l'’©criture, et bien autrement fixeÎ¾; mais le prestige de la forme ’©crite nous emp’éche de le voir.Î¾Î",,ZD3GHW46,book,1960,"Saussure, Ferdinand de",,https://derridas-margins.princeton.edu/titles/100/,67 references 35 pages with documented annotations,1960,8/10/18 19:16,8/10/18 19:16,Cours de linguistique g’©n’©rale,Payot,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1/c9626,annotated; extant; digital edition
128,Cours de linguistique g’©n’©rale,https://derridas-margins.princeton.edu/references/de-la-grammatologie/58a/,58,a,Quotation,https://derridas-margins.princeton.edu/titles/100/,33,Book,ÎâÎ¾C'est au psychologue ’¾ d’©terminer la place exacte de la s’©miologieÎ¾Î (p. 33).,,ZD3GHW46,book,1960,"Saussure, Ferdinand de",,https://derridas-margins.princeton.edu/titles/100/,67 references 35 pages with documented annotations,1960,8/10/18 19:16,8/10/18 19:16,Cours de linguistique g’©n’©rale,Payot,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1/c9626,annotated; extant; digital edition
129,Cours de linguistique g’©n’©rale,https://derridas-margins.princeton.edu/references/de-la-grammatologie/73a/,73,a,Quotation,https://derridas-margins.princeton.edu/titles/100/,33,Book,"ÎâÎ¾La langue est comparable ’¾ un syst’åme de signes exprimant des id’©es, et par l’¾, *comparable ’¾ l'’©criture*, ’¾ l'alphabet des sourds-muets, aux rites symboliques, aux formes de politesse, aux signaux militaires, etc. Elle est seulement le plus important de ces syst’åmesÎ¾Î (p. 33. Nous soulignons).",,ZD3GHW46,book,1960,"Saussure, Ferdinand de",,https://derridas-margins.princeton.edu/titles/100/,67 references 35 pages with documented annotations,1960,8/10/18 19:16,8/10/18 19:16,Cours de linguistique g’©n’©rale,Payot,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1/c9626,annotated; extant; digital edition
130,Cratyle,https://derridas-margins.princeton.edu/references/de-la-grammatologie/395a/,395,a,Citation,https://derridas-margins.princeton.edu/titles/89/,(430a-432c)120-125,Book,,,3BA862JU,book,1950,Plato,,https://derridas-margins.princeton.edu/titles/89/,1 reference,1950,8/10/18 19:18,8/10/18 19:18,Cratylus,Les Belles Lettres,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1/c10095,annotated; extant; has insertions
131,Cratyle,https://derridas-margins.princeton.edu/references/de-la-grammatologie/395a/,395,a,Citation,https://derridas-margins.princeton.edu/titles/89/,(430a-432c)120-125,Book,,,I9ZZQTUF,book,1936,Plato,,https://derridas-margins.princeton.edu/titles/182/,1 reference,1936,8/10/18 19:18,8/10/18 19:18,Cratylus,Garnier,,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1/c10089,annotated; extant; has insertions; digital edition
132,Cratyle,https://derridas-margins.princeton.edu/references/de-la-grammatologie/395a/,395,a,Citation,https://derridas-margins.princeton.edu/titles/182/,(430a-432c)522-523,Book,"Platon disait d’©j’¾ que l'art ou la technique (*techn’å*) de l'’©criture ’©tait un *pharmakon* (drogue ou teinture, salutaire ou malfaisante). Et l'inqui’©tant de l'’©criture ’©tait d’©j’¾ ’©prouv’© depuis sa ressemblance ’¾ la peinture. L'’©criture est *comme* la peinture, comme le *zoograph’åme*, qui est lui-m’éme d’©termin’© (cf. le *Cratyle*, 430-432) dans une probl’©matique de la *mimesis*Î¾;",,3BA862JU,book,1950,Plato,,https://derridas-margins.princeton.edu/titles/89/,1 reference,1950,8/10/18 19:18,8/10/18 19:18,Cratylus,Les Belles Lettres,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1/c10095,annotated; extant; has insertions
133,Cratyle,https://derridas-margins.princeton.edu/references/de-la-grammatologie/395a/,395,a,Citation,https://derridas-margins.princeton.edu/titles/182/,(430a-432c)522-523,Book,"Platon disait d’©j’¾ que l'art ou la technique (*techn’å*) de l'’©criture ’©tait un *pharmakon* (drogue ou teinture, salutaire ou malfaisante). Et l'inqui’©tant de l'’©criture ’©tait d’©j’¾ ’©prouv’© depuis sa ressemblance ’¾ la peinture. L'’©criture est *comme* la peinture, comme le *zoograph’åme*, qui est lui-m’éme d’©termin’© (cf. le *Cratyle*, 430-432) dans une probl’©matique de la *mimesis*Î¾;",,I9ZZQTUF,book,1936,Plato,,https://derridas-margins.princeton.edu/titles/182/,1 reference,1936,8/10/18 19:18,8/10/18 19:18,Cratylus,Garnier,,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1/c10089,annotated; extant; has insertions; digital edition
134,De l'origine du langage,https://derridas-margins.princeton.edu/references/de-la-grammatologie/175a/,175,a,Quotation,https://derridas-margins.princeton.edu/titles/46/,90,Book,"Îâ dans les langues les plus anciennes, les mots qui servent ’¾ d’©signer les peuples ’©trangers se tirent de deux sourcesÎ¾; ou de verbes qui signifient *begayer*, *balbutier*, ou de mots qui signifient *muet*Î¾Î.",,K9XJMGE8,book,1958,"Renan, Ernest",,https://derridas-margins.princeton.edu/titles/46/,1 reference,1958,8/10/18 19:16,8/10/18 19:16,De l'origine du langage,,,fr,,,
135,De la grammatologie I,https://derridas-margins.princeton.edu/references/de-la-grammatologie/7a/,7,a,Footnote,https://derridas-margins.princeton.edu/titles/143/,,Journal Article,"On peut la consid’©rer comme le d’©veloppement d'un essai publi’© dans la revue *Critique* (d’©cembre 1965 - janvier 1966). L'occasion nous en avait ’©t’© donn’© par trois importantes publicationsÎ¾: M. V.-David, *Le d’©bat sur les ’©critures et l'hi’©roglyphe aux XVIIe et XVIIIe si’åcles* (1965) (DE)Î¾; A. Leroi-Gourhan, *Le geste et la parole* (1965) (GP)Î¾; *L'’©criture et la psychologie des peuples* (Actes d'un colloque, 1963) (EP).",,HJ7T9VVI,journalArticle,1965,"Derrida, Jacques",Critique,https://derridas-margins.princeton.edu/titles/143/,1 reference,1965,8/10/18 19:16,8/10/18 19:16,De la grammatologie I,,,fr,,,
136,Dialogues,https://derridas-margins.princeton.edu/references/de-la-grammatologie/254b/,254,b,Quotation,https://derridas-margins.princeton.edu/titles/221/,815,Book,"Et si ÎâÎ¾certains pervertissent l'usage de cette facult’© consolatriceÎ¾Î (*ibid*), c'est encore par le pouvoir de l'imagination.",,ZSDFIICA,bookSection,1959,"Rousseau, Jean-Jacques","Oeuvres compl’åtes de J.-J. Rousseau, vol. I",https://derridas-margins.princeton.edu/titles/221/,7 references,1959,8/10/18 19:18,8/10/18 19:18,Rousseau juge de Jean-Jacques. Dialogues.,Gallimard,Paris,fr,,,extant
137,Dialogues,https://derridas-margins.princeton.edu/references/de-la-grammatologie/254a/,254,a,Quotation,https://derridas-margins.princeton.edu/titles/221/,815-816,Book,"ÎâÎ¾Enfin tel est en nous l'empire de l'imagination et telle en est l'influence, que d'elle naissent non seulement les vertus et les vices, mais les biens et les maux...Î¾Î (*Dialogues*, pp. 815-816).",,ZSDFIICA,bookSection,1959,"Rousseau, Jean-Jacques","Oeuvres compl’åtes de J.-J. Rousseau, vol. I",https://derridas-margins.princeton.edu/titles/221/,7 references,1959,8/10/18 19:18,8/10/18 19:18,Rousseau juge de Jean-Jacques. Dialogues.,Gallimard,Paris,fr,,,extant
138,Dialogues,https://derridas-margins.princeton.edu/references/de-la-grammatologie/214a/,214,a,Quotation,https://derridas-margins.princeton.edu/titles/221/,800,Book,"C'est pourquoi, ’¾ cet ’©gard aussi, comme il le dit dans les *Dialogues* (p. 800), ÎâÎ¾jusqu'’¾ la fin de sa vie il ne cessera d'’étre un vieux enfantÎ¾Î.",,ZSDFIICA,bookSection,1959,"Rousseau, Jean-Jacques","Oeuvres compl’åtes de J.-J. Rousseau, vol. I",https://derridas-margins.princeton.edu/titles/221/,7 references,1959,8/10/18 19:18,8/10/18 19:18,Rousseau juge de Jean-Jacques. Dialogues.,Gallimard,Paris,fr,,,extant
139,Dialogues,https://derridas-margins.princeton.edu/references/de-la-grammatologie/205c/,205,c,Quotation,https://derridas-margins.princeton.edu/titles/221/,794,Book,"ÎâÎ¾La contemplation de la nature eut toujours un tr’ås grand attrait pour son c–urÎ¾: il y trouvait un suppl’©ment aux attachements dont il avait besoinÎ¾; mais il e’t laiss’© le suppl’©ment pour la chose, s'il en avait eu le choix, et il ne se r’©duisit ’¾ converser avec les plantes qu'apr’ås de vains efforts pour converser avec des humainsÎ¾Î (*Dialogues*, p. 794).",,ZSDFIICA,bookSection,1959,"Rousseau, Jean-Jacques","Oeuvres compl’åtes de J.-J. Rousseau, vol. I",https://derridas-margins.princeton.edu/titles/221/,7 references,1959,8/10/18 19:18,8/10/18 19:18,Rousseau juge de Jean-Jacques. Dialogues.,Gallimard,Paris,fr,,,extant
140,Dialogues,https://derridas-margins.princeton.edu/references/de-la-grammatologie/214b/,214,b,Quotation,https://derridas-margins.princeton.edu/titles/221/,822,Book,"ÎâÎ¾Pourquoi se donner tant de peine, dans l'espoir ’©loign’© d'un succ’ås si pauvre, si incertain, tandis qu'on peut, d’ås l'instant m’éme...Î¾Î (*Dialogues*).",,ZSDFIICA,bookSection,1959,"Rousseau, Jean-Jacques","Oeuvres compl’åtes de J.-J. Rousseau, vol. I",https://derridas-margins.princeton.edu/titles/221/,7 references,1959,8/10/18 19:18,8/10/18 19:18,Rousseau juge de Jean-Jacques. Dialogues.,Gallimard,Paris,fr,,,extant
141,Dialogues,https://derridas-margins.princeton.edu/references/de-la-grammatologie/168d/,168,d,Epigraph,https://derridas-margins.princeton.edu/titles/221/,934,Book,"Son syst’åme est peut-’étre fauxÎ¾; mais en le d’©veloppant, il s'est peint lui-m’éme au vrai.",,ZSDFIICA,bookSection,1959,"Rousseau, Jean-Jacques","Oeuvres compl’åtes de J.-J. Rousseau, vol. I",https://derridas-margins.princeton.edu/titles/221/,7 references,1959,8/10/18 19:18,8/10/18 19:18,Rousseau juge de Jean-Jacques. Dialogues.,Gallimard,Paris,fr,,,extant
142,Dialogues,https://derridas-margins.princeton.edu/references/de-la-grammatologie/419b/,419,b,Quotation,https://derridas-margins.princeton.edu/titles/221/,850-851,Book,"Car l'’©veil de la pr’©sence nous projette ou nous rejette imm’©diatement hors de la pr’©sence o’_ nous sommes ÎâÎ¾conduits... par ce vif int’©r’ét, pr’©voyant et pourvoyant qui... jette toujours loin du pr’©sent, et qui n'est rien pour l'homme de la natureÎ¾Î (*Dialogues*).",,ZSDFIICA,bookSection,1959,"Rousseau, Jean-Jacques","Oeuvres compl’åtes de J.-J. Rousseau, vol. I",https://derridas-margins.princeton.edu/titles/221/,7 references,1959,8/10/18 19:18,8/10/18 19:18,Rousseau juge de Jean-Jacques. Dialogues.,Gallimard,Paris,fr,,,extant
143,Dialogues sur la religion naturelle,https://derridas-margins.princeton.edu/references/de-la-grammatologie/27d/,27,d,Quotation,https://derridas-margins.princeton.edu/titles/101/,73,Book,"ÎâÎ¾Et ce livre qu'est la nature contient une grande et inexplicable ’©nigme, plut’‚t qu'aucun discours ou raisonnement intelligible.Î¾Î",,MW6SA25U,book,1964,"Hume, David",,https://derridas-margins.princeton.edu/titles/101/,1 reference 2 pages with documented annotations,1964,8/10/18 19:18,8/10/18 19:18,Dialogues Concerning Natural Religion,Pauvert,,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1/c13389,translation; annotated; extant; has insertions; digital edition
144,Dictionnaire de la langue fran’_aise. Tome 4,https://derridas-margins.princeton.edu/references/de-la-grammatologie/13a/,13,a,Footnote,https://derridas-margins.princeton.edu/titles/181/,,Book,"*Grammatologie*Î¾: ÎâÎ¾Trait’© des lettres, de l'alphabet, de la syllabation, de la lecture et de l'’©critureÎ¾Î, Littr’©. ’— notre connaissance, ce mot n'a ’©t’© utilis’©, de nos jours, pour d’©signer le projet d'une science moderne, que par I. J. Gelb. Cf. *A study of writing the foundations of grammatology*, 1952 (le sous-titre dispara’Ât dans la r’©’©dition de 1963). Malgr’© un souci de classification syst’©matique ou simplifi’©e et malgr’© des hypoth’åses controvers’©es sur la monog’©n’åse ou la polyg’©n’åse des ’©critures, ce livre r’©pond au mod’åle des histoires classiques de l'’©criture.",,34GS8VPX,book,1960,"Littr’©, ’_mile",,https://derridas-margins.princeton.edu/titles/181/,1 reference,1960,8/10/18 19:18,8/10/18 19:18,Dictionnaire Littr’©,,,fr,,http://findingaids.princeton.edu/collections/RBD1/c10322,annotated; extant; digital edition
